Portal;Barrio;Tipo;Titulo;Precio;Expensas;Direccion;Metros_Cubiertos;Ambientes;Dormitorios;Baños;URL;Antiguedad;Descripcion_Breve;Visitas_Count;Visto_Estado
argenprop;belgrano;Departamento;2 ambientes / ALQUILER / BELGRANO;655000;230000;Santos Dumont y Ciudad de la Paz;49;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18552026;40;Excelente 2 ambientes súper luminoso en belgrano santos dumont entre ciudad de la paz y av. Cabildo 2 ambientes mega luminoso, ubicado en una de las zonas más buscadas de belgrano, a pasos de avenida cabildo, metrobus, subte y todos los medios de transporte. Living-comedor amplio y lleno de luz natural gracias a sus ventanales al frente. Cocina separada, funcional y con excelente ventilación. Dormitorio cómodo con armario/placard y muy buena entrada de luz. Baño completo con ventilación. La ubicación es inmejorable: rodeado de comercios, cafés, espacios verdes y todo lo que hace la vida cotidiana más práctica y cómoda. Llamanos para coordinar una visita *se deja constancia que las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El precio de la presente operación y/o de las expensas aquí indicadas están sujetos a modificación sin previo aviso. David melamud propiedades matricula cucicba 7794;1;Visto
argenprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal | Cod: 942;600000;176237;AVENIDA LUIS MARIA CAMPOS 1500, Piso 7;36;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--17619113;55;Departamento en alquiler | belgrano - capital federal | 2 ambientes al contrafrente, en buen estado, luminoso, excelente ubicación próximo a avenidas y medios de transporte. Consta de living con salida a balcón al contrafrente, dormitorio con placard, baño completo, cocina amplia. Cuenta con calefacción por estufa, agua caliente por calefón, pisos de parquet en todo el departamento. En edificio de 9 pisos, 4 departamentos por piso, 1 ascensor. Apto discapacitados: no código oppel: 942 las especificaciones y medidas son informativas y aproximadas. No se incluyen: mobiliarios, artefactos eléctricos, luminarias o de aire. Oppel s.A. Mariano oppel m.468 f.19 l.1 - cucicba reforma ley 2340 la reforma a la ley 2340 nos obliga entre otras cosas a comunicarle al público su alcance, conforme luce en esta descripción. Respetamos la ley y también nuestro derecho a manifestar el profundo desacuerdo contra una norma arbitraria e inconstitucional. Defenderemos nuestro derecho a trabajar, ejercer la profesión y el derecho de propiedad (arts. 14 y 17 constitución nacional). Estamos dispuestos, como siempre hemos estado, a trabajar para solucionar la dificultad de acceso a la vivienda, pero partiendo de un diagnóstico correcto. ...Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos, en el caso de ser personas físicas...;1;Visto
argenprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal | Cod: 33720;600000;194735;CABILDO 2400, Piso 7;40;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18526629;50;Departamento en alquiler | belgrano - capital federal | 2 ambientes al lateral de torre, en muy buen estado, muy luminoso, excelente ubicación, sobre av. Cabildo con metro bus en la puerta y a 3 cuadras del subte d. Consta de living con salida a balcón francés, dormitorio con placard y balcón frencés - cocina y lavadero aparte. En edificio de 14 pisos, 8 departamentos por piso, 3 ascensores. Apto discapacitados: si código oppel: 33720 las especificaciones y medidas son informativas y aproximadas. No se incluyen: mobiliarios, artefactos eléctricos, luminarias o de aire. Oppel s.A. Mariano oppel m.468 f.19 l.1 - cucicba reforma ley 2340 la reforma a la ley 2340 nos obliga entre otras cosas a comunicarle al público su alcance, conforme luce en esta descripción. Respetamos la ley y también nuestro derecho a manifestar el profundo desacuerdo contra una norma arbitraria e inconstitucional. Defenderemos nuestro derecho a trabajar, ejercer la profesión y el derecho de propiedad (arts. 14 y 17 constitución nacional). Estamos dispuestos, como siempre hemos estado, a trabajar para solucionar la dificultad de acceso a la vivienda, pero partiendo de un diagnóstico correcto. ...Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos, en el caso de ser personas físicas...;1;Visto
argenprop;belgrano;Departamento;Departamento en Coghlan;600000;140000;Congreso al 3000 - 2° AL FRENTE;28;12;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--18781732;5;Departamento 1 1/2 || alquiler || coghlan || frente excelente departamento al frente, súper luminoso y en una ubicación inmejorable del barrio de coghlan. A metros de av. Balbín, cercano a estación de tren, metrobus y comercios de la zona. Características: 1 12 ambiente cómodo y bien distribuido con separacion vidriada cocina integrada baño completo balcón al frente placard muy buena luz natural piso 2, vista abierta mascotas : no exp nov.25 $ 140.000 condiciones del contrato valor inicial $ 600.000/mes contrato por 2 años incremento cuatrimestral (4 meses) índice de ajuste ipc deposito en dólares billete u$s 500 a cargo del inquilino: luz, gas, agip, expensas comunes y aysa requisitos (inquilino) justificación de ingresos (recibos de sueldo) unicamente garantía propietaria de caba / seguro de caucion posibilidad de alquilar cochera en el edificio podemos mostrarlo en cualquier horario indicar en su consulta el día y hora que desea coordinar la visita. Se aceptan propiedades en parte pago, permuta (solo para publicaciones de venta) propiedad no condicionada a la compra. Operaciones simultaneas (solo para publicaciones de venta) tasaciones profesionales. Vivir propiedades - desde 1985 - matricula cucicba n 189 horarios de atención en of: lunes a viernes de 10 a 13 hs. Y de 14:30 a 18:30hs. Sábados de 10 a 13 hs. Mostramos de lunes a lunes coordinando horarios;1;Visto
argenprop;belgrano;Departamento;2 Ambientes al frente con balcón, Frente a la est. Belgrano;700000;225000;Montañeses 1800, Piso 4;37;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18793979;60;"2 ambientes al frente con balcón, vigilancia permanente. El balcón posee una red de seguridad instalada. El edificio cuenta con generador eléctrico. Expensas: $220.000 abl $15.000 características de contrato: *1 mes de adelanto * 1 meses de deposito en dólares *contrato a 2 años * aumento cuatrimestral por icl requisitos para entrar: *ingresos comprobables de los inquilinos que sea por lo menos 2.5 veces el monto del alquiler y expensas. *Seguro de caución ( s.A./ Garantia ya / total fianza), preferiblemente, o garante propietario (preferiblemente familiar directo) no se acepta mascotas visitar con agente de la firma importante: se deja constancia que la información gráfica y escrita; las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. Asimismo los precios indicados podrán modificarse sin previo aviso. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Servicios: gas depósito (meses): 1 impuestos a cargo de: inquilino agua a cargo de: inquilino";1;Visto
argenprop;belgrano;Departamento;Amoblado y equipado a pasos de las Barrancas;800000;180000;JOSE HERNANDEZ al 1500;40;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18801088;30;"- Se alquila amoblado y equipado unicamente- excelente dos ambientes. Todo a nuevo! Al frente con balcón corrido super luminoso, al frente con balcón corrido super luminoso, todo externo! Living-comedor apaisado con salida a balcón corrdio, al frente; cocina amplia, con conexión de lavarropas y con barra a living-comedor; dormitorio con placard doble y salida al balcón; baño competo con ventilación natural. Todo reciclado a nuevo. Pisos de living-comedor, pasillo de distribución y dormitorio tarugados recién plastificados. Calefacción: estufa tiro balanceado. Equipos de aire acondicionado el del dormitirio frio calor y el del living-comedor frio. Se desocupa en febrero 2026. Alquiler amueblado y equipado integramente. Contrato a dos años, ingresos demostrables, garantia de caba o bien seguro de caución. Depósito dos meses.";1;Visto
argenprop;belgrano;Departamento;Departamento - Belgrano;800000;250000;Teodoro garcia al 2400;55;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--19019881;30;Dúplex 2 ambientes en alquiler en colegiales excelente ubicación y con cochera espectacular dúplex de 2 ambientes en alquiler, ubicado en el barrio de colegiales, a tan solo media cuadra de av. Cabildo, con acceso inmediato a todos los medios de transporte y a una amplia oferta comercial y gastronómica. La propiedad se destaca por su excelente distribución, amplitud y muy buena iluminación natural, ofreciendo espacios cómodos y funcionales, listos para habitar. Características del departamento: living comedor amplio y luminoso, con salida directa a balcón. Cocina integrada, práctica y moderna. Toilette de recepción, ideal para visitas. Dormitorio amplio en planta superior, con muy buenos placards y excelente espacio de guardado. Muy cómodo, funcional y bien distribuido. Con cochera ubicación y conectividad: ubicado en una zona estratégica, a pasos de av. Cabildo y con excelente conectividad hacia distintos puntos de la ciudad. Transportes cercanos: subte línea d: estación olleros tren: colegiales (mitre) colectivos: 41, 42, 57, 59, 60, 63, 67, 68, 152, 161, 168, 194 una excelente opción para quienes buscan vivir con comodidad, buena luz y conectividad, en uno de los barrios más buscados de la ciudad.;1;Visto
argenprop;belgrano;Departamento;Alquiler Departamento 2 ambientes con balcon - Belgrano;500000;258000;Av. Cramer al 1600;40;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--17664406;30;Monoambiente en semipiso al frente con balcón dividido en 2 ambientes en venta / alquiler en belgrano, frente a plazoleta portugal caba. Living comedor con cocina. Baño completo. El dormitorio da al frente y el living al pulmon. Superficies: 40,28m2 cubiertos. 3,22m2 descubiertos. 43,50m2 totales. Living comedor 3,23x6,26 dormitorio 3,21x3,76 cocina 1,46x2,62 baño 2,69x1,20 balcón 2,69x1.20 requisitos para alquilar: * 1 mes de depósito * 1 mes por adelantado * ingresos comprobables que tripliquen el alquiler + expensas * garantía propietaria en caba o seguro de caución contrato por 24 meses con ajuste cuatrimestral por ipc. Alquiler $500.000.- Expensas $258.000.- Ene 2026 abl $ 15.000 ene 2026 aviso legal : se hace saber que las características descriptas del inmueble publicado, calidades y cualidades constructivas y funcionales, valores de expensas, impuestos y servicios, y medidas y superficies, son aproximados y consignados en base a datos que fueron proporcionados por el propietario, no tienen valor contractual y que pueden no ser exactos y/o no estar actualizados a la hora de la visualización de este aviso, pudiendo surgir discordancias con los datos que emanen de la documentación respectiva. Las medidas y superficies exactas son las que surgen de los títulos y planos legales del inmueble. Las imágenes publicadas lo son al mero efecto orientativo de las características generales y circunstancias del inmueble en el momento en que han sido tomadas, pudiendo las mismas diferir del estado y circunstancias actuales del mismo. Asimismo, los mobiliarios, accesorios, elementos, y otros, que se visualizan en las imágenes publicadas, no integran la oferta de venta, salvo manifestación explícita, al contrario. En todos los casos el interesado deberá realizar una visita al inmueble y efectuar las verificaciones respectivas previamente a la realización de cualquier operación u oferta requiriendo la documentación que corresponda. Los valores están sujetos a cambios. Inmueble no accesible a personas con discapacidad física ley 5115.;0;Visto
argenprop;belgrano;Departamento;Departamento en Palermo;490000;180000;Concepción Arenal al 2300;35;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18409161;40;2 ambientes frente con balcon living 4 x 4.5 dormitorio : 3 x 3 cocina 2 x 1.80 baño completo condiciones: garantia de capital 1 mes adelantado 2 meses deposito comprobante de ingresos teléfono /matricula 5612;0;Visto
argenprop;belgrano;Departamento;Departamento - Belgrano;800000;206000;11 de Septiembre al 2100;38;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18457038;25;Excelente 2 ambientes impecable contrafrente - muy luminoso - recién pintado - no apto profesional - no se aceptan mascotas superficie: sup. Cubierta: 38 m2 - sup. Semicubierta: 3 m2 - superficie total: 41 m2 - detalles de la unidad: amplio living-comedor 6.00 x 3.50 balcón - dormitorio de 3.50 x 3.20 con amplio placard / frente espejado aire acondicionado bgh split de 3.000 frigorías cortina de enrollar - baño completo - cocina completa con muebles bajo mesada y alacena revestidos en melamina - mesada de granito - espacio para mesa - instalación para lavarropas - caldera individual marca baxi para agua caliente y calefacción (losa radiante) - servicios individuales - puertas de madera piso flotante en living comedor y dormitorio - carpintería de aluminio anodizado - recien pintado ubicación: a 2 cuadras de la estación belgrano c / ferrocarril mitre - a 1 cuadra de barrancas de belgrano - a 5 cuadras del subte linea d / estación juramento a 3 cuadras de av. Del libertador.- Gastos: expensas $ 206.000.- (Incluye aysa). - Abl $ 23.000.- Requisitos necesarios: garantía propietaria en caba opción: seguro de caución o respaldar ingresos demostrables: inquilino/s y garante/s ultimos 3 (tres) recibos de sueldo - antiguedad mínima: 2 años gastos: 1 mes de adelanto 1 mes de garantía informes de dominio e inhibición (en caso de presentar garantía propietaria) informes comerciales veraz (inquilino/s - garante/s) certificación de firmas ante escribano público (inquilino/s - garante/s) importante: no se aceptan mascotas no es apto profesional nota: las superficies y medidas aquí citadas son aproximadas al solo efecto informativo y no resultan vinculantes. El valor de expensas está sujeto a variación.- Casa central san isidro tel: +54 / whatsapp: +54 9 primera junta 524 esq. Av. Del libertador, buenos aires, argentina. Sucursal tigre tel / whatsapp: +54 9 calle del caminante 30, edificio puerta norte 2, of 424, tigre, buenos aires, argentina.;0;Visto
argenprop;belgrano;Departamento;Departamento en alquiler | 2 ambientes | Belgrano – CABA;650000;123000;JURAMENTO al 1700;40;2;1;;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18463688;40;Departamento en alquiler | 2 ambientes | belgrano caba ubicacion: juramento 1700, belgrano alquiler mensual: $650000 48 m2 totales 40 m2 cubiertos 1 dormitorio | 1 baño disposición contrafrente expensas: $123000 antiguedad: 40 años excelente departamento de 2 ambientes en alquiler, ubicado en pleno corazón de belgrano, una de las zonas más buscadas de capital federal por su conectividad, servicios y calidad de vida. La unidad cuenta con: balcón corrido cocina separada lavadero incorporado living con salida al balcón dormitorio con placard muy buen estado general disposición contrafrente, silencioso y luminoso ubicación privilegiada: a metros de la estación de tren belgrano c, metrobus, subte línea d y del nuevo paseo gastronómico de la zona. Ideal para estudiantes, profesionales y personas del interior del país que buscan instalarse en buenos aires con excelente acceso a transporte y servicios. Requisitos: contrato por 2 años ajuste cuatrimestral por icl garantía propietaria caba o seguro de caución comprobación de ingresos ambientes: living comedor cocina separada lavadero dormitorio baño completo balcón corrido contacto y visitas: whatsapp: web: https: email: instagram: @bai_inmuebles facebook: @baiinmuebles.Oficial mat. C.U.C.I.C.B.A 6528;0;Visto
argenprop;belgrano;Departamento;Excelente Monoambiente a Estrenar c/ balcón - Solo Uso Profesional;550000;145000;Vidal al 2100;30;;;1;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--18469164;0;Hermoso monoambiente contrafrente con balcón. Ubicado en belgrano cerca subte. Cocina integrda. Baño completo. Aire frio/calor. Sum y landry. En cumplimiento a la ley 5115, se informa que el inmueble es accesible para personas con discapacidades físicasley 5858 - art.5 se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se puede requerir a los propietarios será el equivalente al cuatro quince centésimos por ciento (4,15%) del valor total del respectivo contrato.Cucicba mat. No 27/67;0;Visto
argenprop;belgrano;Departamento;Departamento en Belgrano Chico;550000;224000;Ciudad de la Paz al 1600;30;;;1;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-chico-1-ambiente--18496301;9;Departamento amplio de un ambiente con balcón al frente. Cercania de subte linea d y del metrobus en av, cabildo solamente apto profesional/ cocina americana, baño completo. Mono ambiente de 6,50 x 3,80 con salida al balcon . Lumonoso oreintacion nor este matrícula 1298 - cucicba;0;Visto
argenprop;belgrano;Departamento;Departamento en Belgrano C;700000;70000;Mendoza al 2100;25;;;1;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-c-1-ambiente--18659563;0;Ubicado en un quinto piso, este monoambiente nuevo se caracteriza por su luminosidad y por una distribución pensada para aprovechar cada rincón con comodidad. Los grandes ventanales de pared a pared proyectan el ambiente hacia una vista arbolada. La propiedad se entrega prácticamente equipada, lista para instalarse: dispone de aire acondicionado frío/calor, iluminación led colocada y un sistema de cortinas doble. La cocina, integrada al ambiente, ofrece una estética moderna con anafes eléctricos y heladera bajo mesada. El ambiente principal incorpora una barra desplazable, ideal para sectorizar espacios o utilizarla como mesa, acompañada por dos banquetas. El baño, totalmente instalado, cuenta con mampara de vidrio, vanitory y muebles de guardado. El balcón aporta un espacio exterior con vista despejada, y el edificio suministra agua caliente mediante caldera central. Requisitos del alquiler: - contrato por 24 meses - actualización trimestral por ipc - depósito en dólares - comprobación de ingresos una oportunidad para acceder a un espacio funcional y equipado para quienes buscan mudarse y disfrutar de un entorno lleno de luz y confort. -;0;Visto
argenprop;belgrano;Departamento;Departamento en Alquiler precio paquete ubicado en Belgrano, Capital Federal;600000;80000;Luis maria campos 1200;29;;;1;https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--18713073;45;"Departamento monoambiente con balcón disponible a partir de enero excelente ubicación: a metros de la universidad de belgrano, 6 cuadras de estación olleros, subte d. Cercanía a varios centros comerciales y locales gastronómicos. Super luminoso y ventilado, balcón con espacio para guardar bicicleta. Gran cocina hecha a nueva. Espacio para heladera y conexión para lavarropas. Artefacto de cocina con horno nuevo a gas. Ventilación natural. El living comedor se encuentra comunicado con la cocina por una barra. Termotanque eléctrico aire acondicionado split. Honorarios + iva - daniel montaña matrícula nº 412 cucicba aviso legal que conste: que las descripciones -medidas -superficies –antigüedad -m2. -Valores de impuestos – servicios – expensas indicados - ""son aproximados y sujetos a verificación y/o ajuste sin previo aviso"" - fotos – vídeos, planos de carácter no contractual -. “Todos los datos fueron proporcionados por la parte propietaria y pueden no estar actualizados y/o tener inexactitudes y discordancias con títulos o reglamentos. La parte interesada debe realizar previas verificaciones antes del momento de realizar la operación, requiriendo por si o sus profesionales la verificación de la documentación que corresponda.- Venta supeditada a que la parte propietaria cumpla con los requisitos de las gestiones de la resolución general nº 2371 de la afip. Pedido de coti) datos de contacto: local caballito - av. Rivadavia 4621 - local barrio norte - av. Santa fe 2309 - local boedo - av. Pavón 4024 - . - Mat.";0;Visto
